0.00.030.060 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.554.804 W srv  llama_server: -----------------
0.00.554.809 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.554.809 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.554.810 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.554.810 W srv  llama_server: -----------------
0.00.556.296 I srv    load_model: loading model '/workspace/models/EXAONE-3.5-7.8B-Q4_K_M.gguf'
0.00.976.083 W load: special_eos_id is not in special_eog_ids - the tokenizer config may be incorrect
0.02.201.089 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 8192, kv_unified = 'false'
0.02.204.634 I srv  llama_server: model loaded
0.02.204.643 I srv  llama_server: listening on http://127.0.0.1:8080
0.02.204.644 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.02.204.645 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
63.28.101.425 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
64.12.027.803 I slot print_timing: id  0 | task 1056 |        eval time =    7715.89 ms /   252 tokens (   30.62 ms per token,    32.66 tokens per second)
64.12.027.805 I slot print_timing: id  0 | task 1056 |       total time =    8151.81 ms /   683 tokens
64.12.027.806 I slot print_timing: id  0 | task 1056 |    graphs reused =       1240
64.12.027.926 I slot      release: id  0 | task 1056 | stop processing: n_tokens = 687, truncated = 0
64.12.052.189 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 1223515261169
64.12.134.821 I slot launch_slot_: id  0 | task 1312 | processing task, is_child = 0
64.12.663.930 I slot print_timing: id  1 | task 1122 | n_decoded =    194, tg =  31.59 t/s, tg_3s =  31.15 t/s
64.12.719.973 I slot print_timing: id  3 | task 1219 | n_decoded =    100, tg =  31.67 t/s, tg_3s =  31.67 t/s
64.13.129.499 I slot print_timing: id  2 | task 1042 | n_decoded =    289, tg =  29.91 t/s, tg_3s =  31.16 t/s
64.14.227.354 I slot print_timing: id  1 | task 1122 | prompt eval time =     386.95 ms /   328 tokens (    1.18 ms per token,   847.66 tokens per second)
64.14.227.360 I slot print_timing: id  1 | task 1122 |        eval time =    7704.34 ms /   251 tokens (   30.69 ms per token,    32.58 tokens per second)
64.14.227.362 I slot print_timing: id  1 | task 1122 |       total time =    8091.29 ms /   579 tokens
64.14.227.364 I slot print_timing: id  1 | task 1122 |    graphs reused =       1302
64.14.227.468 I slot      release: id  1 | task 1122 | stop processing: n_tokens = 925, truncated = 0
64.14.255.879 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 1223517460710
64.14.333.960 I slot launch_slot_: id  1 | task 1377 | processing task, is_child = 0
64.15.162.130 I slot print_timing: id  2 | task 1042 | prompt eval time =     393.00 ms /   349 tokens (    1.13 ms per token,   888.04 tokens per second)
64.15.162.136 I slot print_timing: id  2 | task 1042 |        eval time =   11696.50 ms /   347 tokens (   33.71 ms per token,    29.67 tokens per second)
64.15.162.138 I slot print_timing: id  2 | task 1042 |       total time =   12089.50 ms /   696 tokens
64.15.162.139 I slot print_timing: id  2 | task 1042 |    graphs reused =       1317
64.15.162.240 I slot      release: id  2 | task 1042 | stop processing: n_tokens = 1041, truncated = 0
64.15.190.768 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.579 (> 0.100 thold), f_keep = 0.332
64.15.303.511 I slot launch_slot_: id  2 | task 1396 | processing task, is_child = 0
64.15.720.313 I slot print_timing: id  3 | task 1219 | n_decoded =    180, tg =  29.23 t/s, tg_3s =  26.66 t/s
64.16.046.062 I slot print_timing: id  0 | task 1312 | n_decoded =    100, tg =  28.36 t/s, tg_3s =  28.36 t/s
64.17.789.560 I slot print_timing: id  1 | task 1377 | n_decoded =    100, tg =  32.54 t/s, tg_3s =  32.54 t/s
64.18.498.547 I slot print_timing: id  3 | task 1219 | prompt eval time =     373.55 ms /   350 tokens (    1.07 ms per token,   936.97 tokens per second)
64.18.498.553 I slot print_timing: id  3 | task 1219 |        eval time =    8936.36 ms /   282 tokens (   31.69 ms per token,    31.56 tokens per second)
64.18.498.554 I slot print_timing: id  3 | task 1219 |       total time =    9309.91 ms /   632 tokens
64.18.498.556 I slot print_timing: id  3 | task 1219 |    graphs reused =       1423
64.18.498.823 I slot      release: id  3 | task 1219 | stop processing: n_tokens = 739, truncated = 0
64.18.522.667 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.267 (> 0.100 thold), f_keep = 0.147
64.18.586.591 I slot launch_slot_: id  3 | task 1506 | processing task, is_child = 0
64.18.906.176 I slot print_timing: id  2 | task 1396 | n_decoded =    110, tg =  33.07 t/s, tg_3s =  33.07 t/s
64.19.049.219 I slot print_timing: id  0 | task 1312 | n_decoded =    197, tg =  30.17 t/s, tg_3s =  32.30 t/s
64.20.742.424 I slot print_timing: id  1 | task 1377 | prompt eval time =     382.77 ms /   354 tokens (    1.08 ms per token,   924.84 tokens per second)
64.20.742.431 I slot print_timing: id  1 | task 1377 |        eval time =    6025.67 ms /   195 tokens (   30.90 ms per token,    32.36 tokens per second)
64.20.742.432 I slot print_timing: id  1 | task 1377 |       total time =    6408.43 ms /   549 tokens
64.20.742.436 I slot print_timing: id  1 | task 1377 |    graphs reused =       1489
64.20.742.566 I slot      release: id  1 | task 1377 | stop processing: n_tokens = 553, truncated = 0
64.20.771.167 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 1223523975793
64.20.876.459 I slot launch_slot_: id  1 | task 1576 | processing task, is_child = 0
64.21.907.265 I slot print_timing: id  2 | task 1396 | n_decoded =    204, tg =  32.24 t/s, tg_3s =  31.32 t/s
64.22.043.924 I slot print_timing: id  3 | task 1506 | n_decoded =    100, tg =  31.87 t/s, tg_3s =  31.87 t/s
64.22.070.667 I slot print_timing: id  0 | task 1312 | n_decoded =    292, tg =  30.57 t/s, tg_3s =  31.44 t/s
64.22.316.929 I slot print_timing: id  0 | task 1312 | prompt eval time =     384.92 ms /   350 tokens (    1.10 ms per token,   909.28 tokens per second)
64.22.316.935 I slot print_timing: id  0 | task 1312 |        eval time =    9797.16 ms /   301 tokens (   32.55 ms per token,    30.72 tokens per second)
64.22.316.939 I slot print_timing: id  0 | task 1312 |       total time =   10182.08 ms /   651 tokens
64.22.316.941 I slot print_timing: id  0 | task 1312 |    graphs reused =       1528
64.22.317.124 I slot      release: id  0 | task 1312 | stop processing: n_tokens = 997, truncated = 0
64.22.341.246 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 1223525550351
64.22.424.989 I slot launch_slot_: id  0 | task 1619 | processing task, is_child = 0
64.23.001.201 I slot print_timing: id  2 | task 1396 | prompt eval time =     276.61 ms /   251 tokens (    1.10 ms per token,   907.43 tokens per second)
64.23.001.209 I slot print_timing: id  2 | task 1396 |        eval time =    7421.05 ms /   224 tokens (   33.13 ms per token,    30.18 tokens per second)
64.23.001.211 I slot print_timing: id  2 | task 1396 |       total time =    7697.66 ms /   475 tokens
64.23.001.212 I slot print_timing: id  2 | task 1396 |    graphs reused =       1531
64.23.001.314 I slot      release: id  2 | task 1396 | stop processing: n_tokens = 821, truncated = 0
64.23.029.590 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.464 (> 0.100 thold), f_keep = 0.421
64.23.098.850 I slot launch_slot_: id  2 | task 1625 | processing task, is_child = 0
64.24.966.409 I slot print_timing: id  1 | task 1576 | n_decoded =    100, tg =  26.65 t/s, tg_3s =  26.65 t/s
64.25.048.519 I slot print_timing: id  3 | task 1506 | n_decoded =    172, tg =  28.00 t/s, tg_3s =  23.96 t/s
64.25.842.972 I slot print_timing: id  3 | task 1506 | prompt eval time =     319.96 ms /   299 tokens (    1.07 ms per token,   934.50 tokens per second)
64.25.842.979 I slot print_timing: id  3 | task 1506 |        eval time =    6936.40 ms /   201 tokens (   34.51 ms per token,    28.98 tokens per second)
64.25.842.981 I slot print_timing: id  3 | task 1506 |       total time =    7256.35 ms /   500 tokens
64.25.842.985 I slot print_timing: id  3 | task 1506 |    graphs reused =       1613
64.25.843.117 I slot      release: id  3 | task 1506 | stop processing: n_tokens = 608, truncated = 0
64.25.866.860 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.238 (> 0.100 thold), f_keep = 0.178
64.25.920.670 I slot launch_slot_: id  3 | task 1712 | processing task, is_child = 0
