0.00.983.179 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.01.379.165 W srv  llama_server: -----------------
0.01.379.170 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.01.379.170 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.01.379.171 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.01.379.171 W srv  llama_server: -----------------
0.01.380.574 I srv    load_model: loading model '/workspace/models/Qwen3-8B-Q4_K_M.gguf'
0.01.891.649 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.04.313.936 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 8192, kv_unified = 'false'
0.04.324.961 I srv  llama_server: model loaded
0.04.324.971 I srv  llama_server: listening on http://127.0.0.1:8080
0.04.324.972 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.04.324.973 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
0.27.857.875 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
1.11.476.238 I slot print_timing: id  0 | task 622 | prompt eval time =     575.40 ms /   575 tokens (    1.00 ms per token,   999.30 tokens per second)
1.11.476.242 I slot print_timing: id  0 | task 622 |        eval time =   20548.24 ms /   599 tokens (   34.30 ms per token,    29.15 tokens per second)
1.11.476.244 I slot print_timing: id  0 | task 622 |       total time =   21123.65 ms /  1174 tokens
1.11.476.245 I slot print_timing: id  0 | task 622 |    graphs reused =       1176
1.11.476.404 I slot      release: id  0 | task 622 | stop processing: n_tokens = 1568, truncated = 0
1.11.528.614 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 1218737334815
1.11.675.153 I slot launch_slot_: id  0 | task 1228 | processing task, is_child = 0
1.13.013.797 I slot print_timing: id  3 | task 1075 | n_decoded =    180, tg =  27.07 t/s, tg_3s =  26.58 t/s
1.13.250.243 I slot print_timing: id  1 | task 727 | prompt eval time =     595.84 ms /   583 tokens (    1.02 ms per token,   978.46 tokens per second)
1.13.250.249 I slot print_timing: id  1 | task 727 |        eval time =   17847.74 ms /   535 tokens (   33.36 ms per token,    29.98 tokens per second)
1.13.250.250 I slot print_timing: id  1 | task 727 |       total time =   18443.58 ms /  1118 tokens
1.13.250.251 I slot print_timing: id  1 | task 727 |    graphs reused =       1213
1.13.250.341 I slot      release: id  1 | task 727 | stop processing: n_tokens = 1512, truncated = 0
1.13.281.574 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.528 (> 0.100 thold), f_keep = 0.263
1.13.443.586 I slot launch_slot_: id  1 | task 1267 | processing task, is_child = 0
1.14.266.785 I slot print_timing: id  2 | task 1116 | n_decoded =    164, tg =  27.13 t/s, tg_3s =  20.80 t/s
1.15.657.440 I slot print_timing: id  0 | task 1228 | n_decoded =    100, tg =  28.75 t/s, tg_3s =  28.75 t/s
1.16.042.606 I slot print_timing: id  3 | task 1075 | n_decoded =    264, tg =  27.28 t/s, tg_3s =  27.73 t/s
1.16.849.334 I slot print_timing: id  1 | task 1267 | n_decoded =    102, tg =  34.00 t/s, tg_3s =  34.00 t/s
1.17.267.083 I slot print_timing: id  2 | task 1116 | n_decoded =    265, tg =  29.30 t/s, tg_3s =  33.66 t/s
1.17.297.229 I slot print_timing: id  3 | task 1075 | prompt eval time =     458.74 ms /   403 tokens (    1.14 ms per token,   878.50 tokens per second)
1.17.297.234 I slot print_timing: id  3 | task 1075 |        eval time =   10933.78 ms /   306 tokens (   35.73 ms per token,    27.99 tokens per second)
1.17.297.235 I slot print_timing: id  3 | task 1075 |       total time =   11392.52 ms /   709 tokens
1.17.297.237 I slot print_timing: id  3 | task 1075 |    graphs reused =       1327
1.17.297.304 I slot      release: id  3 | task 1075 | stop processing: n_tokens = 839, truncated = 0
1.17.348.050 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.243 (> 0.100 thold), f_keep = 0.156
1.17.439.736 I slot launch_slot_: id  3 | task 1387 | processing task, is_child = 0
1.18.666.906 I slot print_timing: id  0 | task 1228 | n_decoded =    184, tg =  28.36 t/s, tg_3s =  27.91 t/s
1.19.857.494 I slot print_timing: id  1 | task 1267 | n_decoded =    186, tg =  30.96 t/s, tg_3s =  27.92 t/s
1.20.274.396 I slot print_timing: id  2 | task 1116 | n_decoded =    349, tg =  28.96 t/s, tg_3s =  27.93 t/s
1.20.896.733 I slot print_timing: id  3 | task 1387 | n_decoded =    102, tg =  33.96 t/s, tg_3s =  33.96 t/s
1.21.372.195 I slot print_timing: id  2 | task 1116 | prompt eval time =     474.77 ms /   403 tokens (    1.18 ms per token,   848.83 tokens per second)
1.21.372.201 I slot print_timing: id  2 | task 1116 |        eval time =   13150.68 ms /   386 tokens (   34.07 ms per token,    29.35 tokens per second)
1.21.372.202 I slot print_timing: id  2 | task 1116 |       total time =   13625.45 ms /   789 tokens
1.21.372.203 I slot print_timing: id  2 | task 1116 |    graphs reused =       1444
1.21.372.294 I slot      release: id  2 | task 1116 | stop processing: n_tokens = 1183, truncated = 0
1.21.404.093 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.493 (> 0.100 thold), f_keep = 0.334
1.21.529.545 I slot launch_slot_: id  2 | task 1507 | processing task, is_child = 0
1.22.000.744 I slot print_timing: id  0 | task 1228 | n_decoded =    277, tg =  28.20 t/s, tg_3s =  27.90 t/s
1.22.874.649 I slot print_timing: id  1 | task 1267 | n_decoded =    268, tg =  29.69 t/s, tg_3s =  27.18 t/s
1.23.917.512 I slot print_timing: id  3 | task 1387 | n_decoded =    184, tg =  30.54 t/s, tg_3s =  27.15 t/s
1.24.154.165 I slot print_timing: id  0 | task 1228 | prompt eval time =     503.51 ms /   487 tokens (    1.03 ms per token,   967.22 tokens per second)
1.24.154.170 I slot print_timing: id  0 | task 1228 |        eval time =   11975.48 ms /   349 tokens (   34.31 ms per token,    29.14 tokens per second)
1.24.154.171 I slot print_timing: id  0 | task 1228 |       total time =   12478.98 ms /   836 tokens
1.24.154.173 I slot print_timing: id  0 | task 1228 |    graphs reused =       1514
1.24.154.242 I slot      release: id  0 | task 1228 | stop processing: n_tokens = 836, truncated = 0
1.24.206.089 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.255 (> 0.100 thold), f_keep = 0.158
1.24.295.714 I slot launch_slot_: id  0 | task 1583 | processing task, is_child = 0
1.25.460.511 I slot print_timing: id  2 | task 1507 | n_decoded =    100, tg =  28.91 t/s, tg_3s =  28.91 t/s
1.25.877.392 I slot print_timing: id  1 | task 1267 | n_decoded =    352, tg =  29.26 t/s, tg_3s =  27.97 t/s
1.25.906.975 I slot print_timing: id  1 | task 1267 | prompt eval time =     405.36 ms /   355 tokens (    1.14 ms per token,   875.76 tokens per second)
1.25.906.980 I slot print_timing: id  1 | task 1267 |        eval time =   12058.00 ms /   353 tokens (   34.16 ms per token,    29.28 tokens per second)
1.25.906.981 I slot print_timing: id  1 | task 1267 |       total time =   12463.36 ms /   708 tokens
1.25.906.983 I slot print_timing: id  1 | task 1267 |    graphs reused =       1554
1.25.907.062 I slot      release: id  1 | task 1267 | stop processing: n_tokens = 1104, truncated = 0
1.25.938.462 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.507 (> 0.100 thold), f_keep = 0.359
1.26.055.261 I slot launch_slot_: id  1 | task 1625 | processing task, is_child = 0
1.26.929.665 I slot print_timing: id  3 | task 1387 | n_decoded =    251, tg =  27.78 t/s, tg_3s =  22.24 t/s
1.28.204.884 I slot print_timing: id  0 | task 1583 | n_decoded =    100, tg =  28.89 t/s, tg_3s =  28.89 t/s
1.28.472.059 I slot print_timing: id  2 | task 1507 | n_decoded =    184, tg =  28.44 t/s, tg_3s =  27.89 t/s
1.29.481.771 I slot print_timing: id  1 | task 1625 | n_decoded =    102, tg =  33.96 t/s, tg_3s =  33.96 t/s
1.29.957.906 I slot print_timing: id  3 | task 1387 | n_decoded =    353, tg =  29.26 t/s, tg_3s =  33.68 t/s
1.31.122.726 I slot print_timing: id  3 | task 1387 | prompt eval time =     453.69 ms /   407 tokens (    1.11 ms per token,   897.09 tokens per second)
1.31.122.731 I slot print_timing: id  3 | task 1387 |        eval time =   13229.27 ms /   392 tokens (   33.75 ms per token,    29.63 tokens per second)
1.31.122.732 I slot print_timing: id  3 | task 1387 |       total time =   13682.97 ms /   799 tokens
1.31.122.733 I slot print_timing: id  3 | task 1387 |    graphs reused =       1708
1.31.122.791 I slot      release: id  3 | task 1387 | stop processing: n_tokens = 929, truncated = 0
1.31.173.701 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.231 (> 0.100 thold), f_keep = 0.141
1.31.272.100 I slot launch_slot_: id  3 | task 1785 | processing task, is_child = 0
1.31.734.841 I slot print_timing: id  0 | task 1583 | n_decoded =    201, tg =  28.75 t/s, tg_3s =  28.61 t/s
1.31.735.656 I slot print_timing: id  2 | task 1507 | n_decoded =    276, tg =  28.35 t/s, tg_3s =  28.19 t/s
1.32.489.969 I slot print_timing: id  1 | task 1625 | n_decoded =    185, tg =  30.77 t/s, tg_3s =  27.59 t/s
1.34.303.021 I slot print_timing: id  0 | task 1583 | prompt eval time =     447.96 ms /   385 tokens (    1.16 ms per token,   859.45 tokens per second)
1.34.303.026 I slot print_timing: id  0 | task 1583 |        eval time =    9559.32 ms /   287 tokens (   33.31 ms per token,    30.02 tokens per second)
1.34.303.027 I slot print_timing: id  0 | task 1583 |       total time =   10007.28 ms /   672 tokens
1.34.303.029 I slot print_timing: id  0 | task 1583 |    graphs reused =       1794
1.34.303.087 I slot      release: id  0 | task 1583 | stop processing: n_tokens = 803, truncated = 0
1.34.330.188 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 1218760161497
1.34.455.219 I slot launch_slot_: id  0 | task 1874 | processing task, is_child = 0
1.34.927.105 I slot print_timing: id  2 | task 1507 | n_decoded =    364, tg =  28.16 t/s, tg_3s =  27.57 t/s
1.35.267.292 I slot print_timing: id  3 | task 1785 | n_decoded =    100, tg =  28.32 t/s, tg_3s =  28.32 t/s
1.35.505.827 I slot print_timing: id  1 | task 1625 | n_decoded =    267, tg =  29.57 t/s, tg_3s =  27.19 t/s
1.36.853.696 I slot print_timing: id  2 | task 1507 | prompt eval time =     472.10 ms /   407 tokens (    1.16 ms per token,   862.10 tokens per second)
1.36.853.701 I slot print_timing: id  2 | task 1507 |        eval time =   14852.02 ms /   428 tokens (   34.70 ms per token,    28.82 tokens per second)
1.36.853.705 I slot print_timing: id  2 | task 1507 |       total time =   15324.12 ms /   835 tokens
1.36.853.722 I slot print_timing: id  2 | task 1507 |    graphs reused =       1858
1.36.853.791 I slot      release: id  2 | task 1507 | stop processing: n_tokens = 1229, truncated = 0
1.36.885.665 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 1218762712200
1.37.013.309 I slot launch_slot_: id  2 | task 1941 | processing task, is_child = 0
1.38.281.165 I slot print_timing: id  3 | task 1785 | n_decoded =    182, tg =  27.81 t/s, tg_3s =  27.21 t/s
1.38.457.253 I slot print_timing: id  0 | task 1874 | n_decoded =    100, tg =  28.32 t/s, tg_3s =  28.32 t/s
1.38.516.996 I slot print_timing: id  1 | task 1625 | n_decoded =    349, tg =  28.99 t/s, tg_3s =  27.23 t/s
1.39.021.779 I slot print_timing: id  1 | task 1625 | prompt eval time =     422.63 ms /   385 tokens (    1.10 ms per token,   910.97 tokens per second)
1.39.021.786 I slot print_timing: id  1 | task 1625 |        eval time =   12543.85 ms /   366 tokens (   34.27 ms per token,    29.18 tokens per second)
1.39.021.787 I slot print_timing: id  1 | task 1625 |       total time =   12966.48 ms /   751 tokens
1.39.021.788 I slot print_timing: id  1 | task 1625 |    graphs reused =       1909
1.39.021.854 I slot      release: id  1 | task 1625 | stop processing: n_tokens = 1146, truncated = 0
1.39.053.311 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.566 (> 0.100 thold), f_keep = 0.346
1.39.174.200 I slot launch_slot_: id  1 | task 1996 | processing task, is_child = 0
1.40.859.700 I slot print_timing: id  2 | task 1941 | n_decoded =    100, tg =  29.49 t/s, tg_3s =  29.49 t/s
1.41.304.113 I slot print_timing: id  3 | task 1785 | n_decoded =    269, tg =  28.11 t/s, tg_3s =  28.78 t/s
1.41.482.154 I slot print_timing: id  0 | task 1874 | n_decoded =    187, tg =  28.52 t/s, tg_3s =  28.76 t/s
1.42.528.260 I slot print_timing: id  1 | task 1996 | n_decoded =    102, tg =  33.94 t/s, tg_3s =  33.94 t/s
1.43.869.384 I slot print_timing: id  2 | task 1941 | n_decoded =    201, tg =  31.40 t/s, tg_3s =  33.56 t/s
1.44.316.381 I slot print_timing: id  3 | task 1785 | n_decoded =    370, tg =  29.41 t/s, tg_3s =  33.53 t/s
1.44.494.154 I slot print_timing: id  0 | task 1874 | n_decoded =    288, tg =  30.10 t/s, tg_3s =  33.53 t/s
1.45.536.424 I slot print_timing: id  1 | task 1996 | n_decoded =    203, tg =  33.76 t/s, tg_3s =  33.58 t/s
