ggml_cuda_init: found 4 CUDA devices (Total VRAM: 48732 MiB):
  Device 0: NVIDIA TITAN Xp, compute capability 6.1, VMM: yes, VRAM: 12183 MiB
  Device 1: NVIDIA TITAN Xp, compute capability 6.1, VMM: yes, VRAM: 12183 MiB
  Device 2: NVIDIA TITAN Xp, compute capability 6.1, VMM: yes, VRAM: 12183 MiB
  Device 3: NVIDIA TITAN Xp, compute capability 6.1, VMM: yes, VRAM: 12183 MiB
llama_print_build_info: build = 1 (69bf643)
llama_print_build_info: built with GNU 13.4.0 for Linux x86_64
llama_quantize: quantizing '/workspace/models/midm-11b-F16.gguf' to '/workspace/models/midm-11b-Q4_K_M.gguf' as Q4_K_M
llama_model_loader: loaded meta data with 34 key-value pairs and 435 tensors from /workspace/models/midm-11b-F16.gguf (version GGUF V3 (latest))
llama_model_loader: Dumping metadata keys/values. Note: KV overrides do not apply in this output.
llama_model_loader: - kv   0:                       general.architecture str              = llama
llama_model_loader: - kv   1:                               general.type str              = model
llama_model_loader: - kv   2:                     general.sampling.top_k i32              = 20
llama_model_loader: - kv   3:                     general.sampling.top_p f32              = 0.700000
llama_model_loader: - kv   4:                      general.sampling.temp f32              = 0.800000
llama_model_loader: - kv   5:                               general.name str              = Midm 11b
llama_model_loader: - kv   6:                           general.basename str              = midm
llama_model_loader: - kv   7:                         general.size_label str              = 11B
llama_model_loader: - kv   8:                            general.license str              = mit
llama_model_loader: - kv   9:                               general.tags arr[str,4]       = ["KT", "K-intelligence", "Mi:dm", "te...
llama_model_loader: - kv  10:                          general.languages arr[str,2]       = ["en", "ko"]
llama_model_loader: - kv  11:                          llama.block_count u32              = 48
llama_model_loader: - kv  12:                       llama.context_length u32              = 32768
llama_model_loader: - kv  13:                     llama.embedding_length u32              = 4096
llama_model_loader: - kv  14:                  llama.feed_forward_length u32              = 14336
llama_model_loader: - kv  15:                 llama.attention.head_count u32              = 32
llama_model_loader: - kv  16:              llama.attention.head_count_kv u32              = 8
llama_model_loader: - kv  17:                       llama.rope.freq_base f32              = 8000000.000000
llama_model_loader: - kv  18:     llama.attention.layer_norm_rms_epsilon f32              = 0.000010
llama_model_loader: - kv  19:                 llama.attention.key_length u32              = 128
llama_model_loader: - kv  20:               llama.attention.value_length u32              = 128
llama_model_loader: - kv  21:                          general.file_type u32              = 1
llama_model_loader: - kv  22:                           llama.vocab_size u32              = 131384
llama_model_loader: - kv  23:                 llama.rope.dimension_count u32              = 128
llama_model_loader: - kv  24:               general.quantization_version u32              = 2
llama_model_loader: - kv  25:                       tokenizer.ggml.model str              = gpt2
llama_model_loader: - kv  26:                         tokenizer.ggml.pre str              = midm-2.0
llama_model_loader: - kv  27:                      tokenizer.ggml.tokens arr[str,131384]  = ["<|begin_of_text|>", "<pad>", "<|end...
llama_model_loader: - kv  28:                  tokenizer.ggml.token_type arr[i32,131384]  = [3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, ...
llama_model_loader: - kv  29:                      tokenizer.ggml.merges arr[str,131042]  = ["ë ĭ", "ì Ĺ", "Ġ í", "Ŀ ´", ...
[  67/ 435] blk.7.attn_k.weight                  - [  4096,   1024,      1,      1], type =    f16, converting to q4_K .. size =     8.00 MiB ->     2.25 MiB
[  68/ 435] blk.7.attn_norm.weight               - [  4096,      1,      1,      1], type =    f32, size =    0.016 MiB
[  69/ 435] blk.7.attn_output.weight             - [  4096,   4096,      1,      1], type =    f16, converting to q4_K .. size =    32.00 MiB ->     9.00 MiB
[  70/ 435] blk.7.attn_q.weight                  - [  4096,   4096,      1,      1], type =    f16, converting to q4_K .. size =    32.00 MiB ->     9.00 MiB
[  71/ 435] blk.7.attn_v.weight                  - [  4096,   1024,      1,      1], type =    f16, converting to q4_K .. size =     8.00 MiB ->     2.25 MiB
[  72/ 435] blk.7.ffn_down.weight                - [ 14336,   4096,      1,      1], type =    f16, converting to q4_K .. size =   112.00 MiB ->    31.50 MiB
[  73/ 435] blk.7.ffn_gate.weight                - [  4096,  14336,      1,      1], type =    f16, converting to q4_K .. size =   112.00 MiB ->    31.50 MiB
[  74/ 435] blk.7.ffn_norm.weight                - [  4096,      1,      1,      1], type =    f32, size =    0.016 MiB
[  75/ 435] blk.7.ffn_up.weight                  - [  4096,  14336,      1,      1], type =    f16, converting to q4_K .. size =   112.00 MiB ->    31.50 MiB
[  76/ 435] blk.8.attn_k.weight                  - [  4096,   1024,      1,      1], type =    f16, converting to q4_K .. size =     8.00 MiB ->     2.25 MiB
[  77/ 435] blk.8.attn_norm.weight               - [  4096,      1,      1,      1], type =    f32, size =    0.016 MiB
[  78/ 435] blk.8.attn_output.weight             - [  4096,   4096,      1,      1], type =    f16, converting to q4_K .. size =    32.00 MiB ->     9.00 MiB
[  79/ 435] blk.8.attn_q.weight                  - [  4096,   4096,      1,      1], type =    f16, converting to q4_K .. size =    32.00 MiB ->     9.00 MiB
[  80/ 435] blk.8.attn_v.weight                  - [  4096,   1024,      1,      1], type =    f16, converting to q6_K .. size =     8.00 MiB ->     3.28 MiB
[  81/ 435] blk.8.ffn_down.weight                - [ 14336,   4096,      1,      1], type =    f16, converting to q6_K .. size =   112.00 MiB ->    45.94 MiB
[  82/ 435] blk.8.ffn_gate.weight                - [  4096,  14336,      1,      1], type =    f16, converting to q4_K .. size =   112.00 MiB ->    31.50 MiB
[  83/ 435] blk.8.ffn_norm.weight                - [  4096,      1,      1,      1], type =    f32, size =    0.016 MiB
[  84/ 435] blk.8.ffn_up.weight                  - [  4096,  14336,      1,      1], type =    f16, converting to q4_K .. size =   112.00 MiB ->    31.50 MiB
[  85/ 435] blk.9.attn_k.weight                  - [  4096,   1024,      1,      1], type =    f16, converting to q4_K .. size =     8.00 MiB ->     2.25 MiB
[  86/ 435] blk.9.attn_norm.weight               - [  4096,      1,      1,      1], type =    f32, size =    0.016 MiB
[  87/ 435] blk.9.attn_output.weight             - [  4096,   4096,      1,      1], type =    f16, converting to q4_K .. size =    32.00 MiB ->     9.00 MiB
[  88/ 435] blk.9.attn_q.weight                  - [  4096,   4096,      1,      1], type =    f16, converting to q4_K .. size =    32.00 MiB ->     9.00 MiB
[  89/ 435] blk.9.attn_v.weight                  - [  4096,   1024,      1,      1], type =    f16, converting to q4_K .. size =     8.00 MiB ->     2.25 MiB
[  90/ 435] blk.9.ffn_down.weight                - [ 14336,   4096,      1,      1], type =    f16, converting to q4_K .. size =   112.00 MiB ->    31.50 MiB
[  91/ 435] blk.9.ffn_gate.weight                - [  4096,  14336,      1,      1], type =    f16, converting to q4_K .. size =   112.00 MiB ->    31.50 MiB
[  92/ 435] blk.9.ffn_norm.weight                - [  4096,      1,      1,      1], type =    f32, size =    0.016 MiB
[  93/ 435] blk.9.ffn_up.weight                  - [  4096,  14336,      1,      1], type =    f16, converting to q4_K .. size =   112.00 MiB ->    31.50 MiB
[  94/ 435] blk.10.attn_k.weight                 - [  4096,   1024,      1,      1], type =    f16, converting to q4_K .. size =     8.00 MiB ->     2.25 MiB
[  95/ 435] blk.10.attn_norm.weight              - [  4096,      1,      1,      1], type =    f32, size =    0.016 MiB
[  96/ 435] blk.10.attn_output.weight            - [  4096,   4096,      1,      1], type =    f16, converting to q4_K .. size =    32.00 MiB ->     9.00 MiB
[  97/ 435] blk.10.attn_q.weight                 - [  4096,   4096,      1,      1], type =    f16, converting to q4_K .. size =    32.00 MiB ->     9.00 MiB
[  98/ 435] blk.10.attn_v.weight                 - [  4096,   1024,      1,      1], type =    f16, converting to q4_K .. size =     8.00 MiB ->     2.25 MiB
[  99/ 435] blk.10.ffn_down.weight               - [ 14336,   4096,      1,      1], type =    f16, converting to q4_K .. size =   112.00 MiB ->    31.50 MiB
[ 100/ 435] blk.10.ffn_gate.weight               - [  4096,  14336,      1,      1], type =    f16, converting to q4_K .. size =   112.00 MiB ->    31.50 MiB
[ 101/ 435] blk.10.ffn_norm.weight               - [  4096,      1,      1,      1], type =    f32, size =    0.016 MiB
[ 102/ 435] blk.10.ffn_up.weight                 - [  4096,  14336,      1,      1], type =    f16, converting to q4_K .. size =   112.00 MiB ->    31.50 MiB
[ 103/ 435] blk.11.attn_k.weight                 - [  4096,   1024,      1,      1], type =    f16, converting to q4_K .. size =     8.00 MiB ->     2.25 MiB
[ 104/ 435] blk.11.attn_norm.weight              - [  4096,      1,      1,      1], type =    f32, size =    0.016 MiB
[ 105/ 435] blk.11.attn_output.weight            - [  4096,   4096,      1,      1], type =    f16, converting to q4_K .. size =    32.00 MiB ->     9.00 MiB
[ 106/ 435] blk.11.attn_q.weight                 - [  4096,   4096,      1,      1], type =    f16, converting to q4_K .. size =    32.00 MiB ->     9.00 MiB
[ 107/ 435] blk.11.attn_v.weight                 - [  4096,   1024,      1,      1], type =    f16, converting to q6_K .. size =     8.00 MiB ->     3.28 MiB
[ 108/ 435] blk.11.ffn_down.weight               - [ 14336,   4096,      1,      1], type =    f16, converting to q6_K .. size =   112.00 MiB ->    45.94 MiB
[ 109/ 435] blk.11.ffn_gate.weight               - [  4096,  14336,      1,      1], type =    f16, converting to q4_K .. size =   112.00 MiB ->    31.50 MiB
[ 110/ 435] blk.11.ffn_norm.weight               - [  4096,      1,      1,      1], type =    f32, size =    0.016 MiB
[ 111/ 435] blk.11.ffn_up.weight                 - [  4096,  14336,      1,      1], type =    f16, converting to q4_K .. size =   112.00 MiB ->    31.50 MiB
[ 112/ 435] blk.12.attn_k.weight                 - [  4096,   1024,      1,      1], type =    f16, converting to q4_K .. size =     8.00 MiB ->     2.25 MiB
[ 113/ 435] blk.12.attn_norm.weight              - [  4096,      1,      1,      1], type =    f32, size =    0.016 MiB
[ 114/ 435] blk.12.attn_output.weight            - [  4096,   4096,      1,      1], type =    f16, converting to q4_K .. size =    32.00 MiB ->     9.00 MiB
[ 115/ 435] blk.12.attn_q.weight                 - [  4096,   4096,      1,      1], type =    f16, converting to q4_K .. size =    32.00 MiB ->     9.00 MiB
[ 116/ 435] blk.12.attn_v.weight                 - [  4096,   1024,      1,      1], type =    f16, converting to q4_K .. size =     8.00 MiB ->     2.25 MiB
[ 117/ 435] blk.12.ffn_down.weight               - [ 14336,   4096,      1,      1], type =    f16, converting to q4_K .. size =   112.00 MiB ->    31.50 MiB
[ 118/ 435] blk.12.ffn_gate.weight               - [  4096,  14336,      1,      1], type =    f16, converting to q4_K .. size =   112.00 MiB ->    31.50 MiB
[ 119/ 435] blk.12.ffn_norm.weight               - [  4096,      1,      1,      1], type =    f32, size =    0.016 MiB
[ 120/ 435] blk.12.ffn_up.weight                 - [  4096,  14336,      1,      1], type =    f16, converting to q4_K .. size =   112.00 MiB ->    31.50 MiB
[ 121/ 435] blk.13.attn_k.weight                 - [  4096,   1024,      1,      1], type =    f16, converting to q4_K .. size =     8.00 MiB ->     2.25 MiB
[ 122/ 435] blk.13.attn_norm.weight              - [  4096,      1,      1,      1], type =    f32, size =    0.016 MiB
[ 123/ 435] blk.13.attn_output.weight            - [  4096,   4096,      1,      1], type =    f16, converting to q4_K .. size =    32.00 MiB ->     9.00 MiB
[ 124/ 435] blk.13.attn_q.weight                 - [  4096,   4096,      1,      1], type =    f16, converting to q4_K .. size =    32.00 MiB ->     9.00 MiB
[ 125/ 435] blk.13.attn_v.weight                 - [  4096,   1024,      1,      1], type =    f16, converting to q4_K .. size =     8.00 MiB ->     2.25 MiB
[ 126/ 435] blk.13.ffn_down.weight               - [ 14336,   4096,      1,      1], type =    f16, converting to q4_K .. size =   112.00 MiB ->    31.50 MiB
[ 127/ 435] blk.13.ffn_gate.weight               - [  4096,  14336,      1,      1], type =    f16, converting to q4_K .. size =   112.00 MiB ->    31.50 MiB
[ 128/ 435] blk.13.ffn_norm.weight               - [  4096,      1,      1,      1], type =    f32, size =    0.016 MiB
[ 129/ 435] blk.13.ffn_up.weight                 - [  4096,  14336,      1,      1], type =    f16, converting to q4_K .. size =   112.00 MiB ->    31.50 MiB
[ 130/ 435] blk.14.attn_k.weight                 - [  4096,   1024,      1,      1], type =    f16, converting to q4_K .. size =     8.00 MiB ->     2.25 MiB
[ 131/ 435] blk.14.attn_norm.weight              - [  4096,      1,      1,      1], type =    f32, size =    0.016 MiB
[ 132/ 435] blk.14.attn_output.weight            - [  4096,   4096,      1,      1], type =    f16, converting to q4_K .. size =    32.00 MiB ->     9.00 MiB
[ 133/ 435] blk.14.attn_q.weight                 - [  4096,   4096,      1,      1], type =    f16, converting to q4_K .. size =    32.00 MiB ->     9.00 MiB
[ 134/ 435] blk.14.attn_v.weight                 - [  4096,   1024,      1,      1], type =    f16, converting to q6_K .. size =     8.00 MiB ->     3.28 MiB
[ 135/ 435] blk.14.ffn_down.weight               - [ 14336,   4096,      1,      1], type =    f16, converting to q6_K .. size =   112.00 MiB ->    45.94 MiB
[ 136/ 435] blk.14.ffn_gate.weight               - [  4096,  14336,      1,      1], type =    f16, converting to q4_K .. size =   112.00 MiB ->    31.50 MiB
[ 137/ 435] blk.14.ffn_norm.weight               - [  4096,      1,      1,      1], type =    f32, size =    0.016 MiB
[ 138/ 435] blk.14.ffn_up.weight                 - [  4096,  14336,      1,      1], type =    f16, converting to q4_K .. size =   112.00 MiB ->    31.50 MiB
[ 139/ 435] blk.15.attn_k.weight                 - [  4096,   1024,      1,      1], type =    f16, converting to q4_K .. size =     8.00 MiB ->     2.25 MiB
[ 140/ 435] blk.15.attn_norm.weight              - [  4096,      1,      1,      1], type =    f32, size =    0.016 MiB
[ 141/ 435] blk.15.attn_output.weight            - [  4096,   4096,      1,      1], type =    f16, converting to q4_K .. size =    32.00 MiB ->     9.00 MiB
[ 142/ 435] blk.15.attn_q.weight                 - [  4096,   4096,      1,      1], type =    f16, converting to q4_K .. size =    32.00 MiB ->     9.00 MiB
[ 143/ 435] blk.15.attn_v.weight                 - [  4096,   1024,      1,      1], type =    f16, converting to q4_K .. size =     8.00 MiB ->     2.25 MiB
[ 144/ 435] blk.15.ffn_down.weight               - [ 14336,   4096,      1,      1], type =    f16, converting to q4_K .. size =   112.00 MiB ->    31.50 MiB
[ 145/ 435] blk.15.ffn_gate.weight               - [  4096,  14336,      1,      1], type =    f16, converting to q4_K .. size =   112.00 MiB ->    31.50 MiB
[ 146/ 435] blk.15.ffn_norm.weight               - [  4096,      1,      1,      1], type =    f32, size =    0.016 MiB
[ 147/ 435] blk.15.ffn_up.weight                 - [  4096,  14336,      1,      1], type =    f16, converting to q4_K .. size =   112.00 MiB ->    31.50 MiB
[ 148/ 435] blk.16.attn_k.weight                 - [  4096,   1024,      1,      1], type =    f16, converting to q4_K .. size =     8.00 MiB ->     2.25 MiB
[ 149/ 435] blk.16.attn_norm.weight              - [  4096,      1,      1,      1], type =    f32, size =    0.016 MiB
[ 150/ 435] blk.16.attn_output.weight            - [  4096,   4096,      1,      1], type =    f16, converting to q4_K .. size =    32.00 MiB ->     9.00 MiB
[ 151/ 435] blk.16.attn_q.weight                 - [  4096,   4096,      1,      1], type =    f16, converting to q4_K .. size =    32.00 MiB ->     9.00 MiB
[ 152/ 435] blk.16.attn_v.weight                 - [  4096,   1024,      1,      1], type =    f16, converting to q4_K .. size =     8.00 MiB ->     2.25 MiB
